"","marca","modelo","pvp","cilindro","cc","potencia","rpm","peso","plazas","cons90","cons120","consurb","velocida","acel2"
"68","11","Terrano II 2.4 SE 5p",0.300621388232442,"4",-0.26148172500403,0.184189201203513,0.738952222876124,0.221141311673271,"7",-0.107918404879683,0.0637405612634553,0.277170991539729,0.580286941396851,"2"
"69","11","Terrano II 2.7 TD LX",-0.261358726474336,"4",0.134755293020394,-0.45461727695896,-0.936929746150466,0.221141311673271,"5",-0.314605850384693,0.28518497921598,-0.323592326516088,-0.32264917073518,"2"
"70","11","Terrano II 2.7 TD SL",-0.101382752590864,"4",0.134755293020394,-0.45461727695896,-0.936929746150466,0.160799325296587,"5",-0.314605850384693,0.28518497921598,-0.323592326516088,-0.32264917073518,"2"
"71","11","Terrano II 2.7 TD SE",0.126195971546591,"4",0.134755293020394,-0.45461727695896,-0.936929746150466,0.160799325296587,"5",-0.314605850384693,0.28518497921598,-0.323592326516088,-0.32264917073518,"2"
"72","11","Terrano II 2.7 TD LX",0.000279398554439116,"4",0.134755293020394,-0.45461727695896,-0.936929746150466,0.160799325296587,"7",-0.934668186899723,-0.024837205917555,-0.676982513607745,-0.32264917073518,"2"
"73","11","Terrano II 2.7 TD SL",0.160255372437911,"4",0.134755293020394,-0.45461727695896,-0.936929746150466,0.522851243556691,"7",-0.934668186899723,-0.024837205917555,-0.676982513607745,-0.32264917073518,"2"
"74","11","Terrano II 2.7 TD SE",0.358419159441954,"4",0.134755293020394,-0.45461727695896,-0.936929746150466,0.522851243556691,"7",-0.934668186899723,-0.024837205917555,-0.676982513607745,-0.32264917073518,"2"
"75","11","Patrol Corto Bajo D",-0.571505695196809,"6",0.370472935129815,-0.587701959909476,0.180324899867261,0.522851243556691,"5",-0.479955806788701,0.240896095625474,-0.422541578901752,-1.0449980604408,"2"
"76","11","Patrol Corto Alto D",-0.14163477182606,"6",0.370472935129815,-0.587701959909476,0.180324899867261,0.522851243556691,"7",-0.479955806788701,0.240896095625474,-0.422541578901752,-1.0449980604408,"2"
"77","11","Patrol Largo Pick Up",-0.356312207747107,"6",0.370472935129815,-0.587701959909476,0.180324899867261,0.553022236745033,"2",-0.479955806788701,0.240896095625474,-0.422541578901752,-0.924606578823201,"2"
"78","11","Patrol Largo Alt.D 2",-0.299030488066251,"6",0.370472935129815,-0.587701959909476,0.180324899867261,0.930159651599307,"2",0.0298732254569907,0.595207164349514,-0.0408801768427626,-1.0449980604408,"2"
"79","11","Patrol Largo Alt.D 9",0.0188572535860681,"6",0.370472935129815,-0.587701959909476,0.180324899867261,1.0357581277585,"9",0.0298732254569907,0.595207164349514,-0.0408801768427626,-1.0449980604408,"2"
"80","11","Patrol GR Corto TD 5",0.331584479951823,"6",0.370472935129815,-0.0553632281074144,-0.378302423141603,1.0357581277585,"5",0.0298732254569907,0.595207164349514,-0.0408801768427626,-0.0216704666911696,"2"
"81","11","Patrol GR Largo TD 7",0.435826888740408,"6",0.370472935129815,-0.0553632281074144,-0.378302423141603,0.477594753774178,"7",0.374352301298674,0.905229349483048,-0.0408801768427626,-0.32264917073518,"2"
"82","12","Frontera Soft Top 2.",-0.432687833988248,"4",-0.826914841965891,-0.0553632281074144,0.738952222876124,0.628449719715888,"5",-0.865772371731387,-0.556303809003614,0.065136879284734,0.459895459779247,"2"
"83","12","Frontera Sport 2.0i",-0.405337102969461,"4",-0.826914841965891,-0.0553632281074144,0.738952222876124,-0.113756712717324,"5",-0.865772371731387,-0.556303809003614,0.065136879284734,0.459895459779247,"2"
"84","12","Frontera 2.2 16V 5p",-0.0884814643744551,"4",-0.537690741218136,0.50359244028475,0.738952222876124,0.0582179484562248,"5",-0.865772371731387,-0.733459343365634,-0.182236251679425,0.640482682205653,"2"
"85","12","Frontera Sport 2.8 T",-0.0611307333556679,"4",0.290936307424182,-0.108597101287621,-1.49555706915933,0.381047575571484,"5",-1.00356400206806,-0.733459343365634,-0.182236251679425,-0.0818662074999716,"2"
"86","12","Frontera 2.8 TDi 5p",0.0606574274072334,"4",0.290936307424182,-0.108597101287621,-1.49555706915933,0.456475058542338,"5",-1.21025144757307,-0.733459343365634,-1.06571171940857,-0.0818662074999716,"2"
"87","12","Monterey 3.2i V6 24V",0.444599764727566,"6",0.86070778589726,1.59488684047898,0.738952222876124,0.734048195875084,"5",-1.00356400206806,-0.512014925413109,-0.95969466328107,1.36283157191128,"2"
"88","12","Monterey 3.2i V6 24V",0.454920795300694,"6",0.86070778589726,1.59488684047898,0.738952222876124,0.35691078102081,"4",1.20110208331871,1.08238488384507,1.97344388957968,1.36283157191128,"2"
"89","12","Monterey 3.1 TD 3p",0.454920795300694,"4",0.70741901250095,-0.0819801646975174,-1.49555706915933,0.673706209498401,"4",1.20110208331871,1.08238488384507,1.97344388957968,-0.0216704666911696,"2"
"90","12","Monterey 3.1 TD 5p",0.454920795300694,"4",0.70741901250095,-0.0819801646975174,-1.49555706915933,0.930159651599307,"5",0.85662300747703,1.79100702129315,-0.0408801768427626,-0.0216704666911696,"2"
"91","13","Korando K4 D",-0.882168715447939,"4",-0.479845921068585,-1.30635924784226,-0.517959253893818,-0.2615945793402,"4",-0.934668186899723,-1.45093925753181,0.065136879284734,-0.503236393161586,"2"
"92","13","Family RV",-0.604791018795145,"4",-0.103854590096504,-1.01357294535113,-0.238645592389387,0.0401153525432196,"7",-0.245710035216356,0.462340513577999,0.135814916703066,-0.924606578823201,"2"
"93","13","Musso 602 STD",-0.314512033925941,"4",0.439886719309276,-0.587701959909476,-0.936929746150466,0.236226808267442,"5",-0.59018911105804,0.0637405612634553,-0.323592326516088,-0.32264917073518,"2"
"94","13","Musso 602 LUX",-0.0048811167321245,"4",0.439886719309276,-0.587701959909476,-0.936929746150466,0.236226808267442,"5",-0.59018911105804,0.0637405612634553,-0.323592326516088,-0.32264917073518,"2"
"95","14","Samurai Corto T lona",-1.36106453404104,"4",-1.83919919458303,-1.27974231125216,1.85620686889385,-2.25288012977077,"4",-0.659084926226376,-1.66352589876624,-1.27774583166356,-1.22558528286721,"2"
